1 	 0.101873 
2 	 0.196364 
3 	 0.297224 
4 	 0.399964 
5 	 0.506394 
6 	 0.595309 
7 	 0.700573 
8 	 0.796781 
9 	 0.897861 
1 	 1.014315 
2 	 2.037008 
3 	 2.929813 
4 	 3.775985 
5 	 3.190242 
6 	 -0.160616 
1 	 1.007605 
2 	 2.022369 
3 	 2.955569 
4 	 3.591244 
5 	 2.890021 
6 	 0.654700 
1 	 1.005345 
2 	 2.069155 
3 	 3.004138 
4 	 3.748027 
5 	 3.278753 
6 	 -0.024648 
1 	 0.984258 
2 	 1.968357 
3 	 2.937444 
4 	 3.677965 
5 	 3.466969 
6 	 0.369560 
1 	 1.007964 
2 	 2.009009 
3 	 3.015420 
4 	 3.698246 
5 	 3.343803 
6 	 0.067961 
1 	 1.015299 
2 	 2.016405 
3 	 2.920494 
4 	 3.584496 
5 	 2.153154 
1 	 1.031199 
2 	 1.993391 
3 	 3.012723 
4 	 3.619931 
5 	 1.893786 
1 	 1.032997 
2 	 1.996662 
3 	 3.021194 
4 	 4.020401 
5 	 5.108026 
6 	 6.252898 
1 	 0.972258 
2 	 2.037920 
3 	 2.983192 
4 	 4.071111 
5 	 5.054819 
6 	 6.086979 
7 	 7.620987 
8 	 9.578809 
9 	 14.515199 
1 	 0.974520 
2 	 2.018174 
3 	 3.058611 
4 	 4.046895 
5 	 4.887422 
6 	 6.170920 
7 	 7.424552 
8 	 9.514470 
9 	 14.821683 
