0.000000 	 6.194173
0.931396 	 3.659369
0.995769 	 2.943396
0.998555 	 2.621936
1.008440 	 2.360588
1.046847 	 2.701694
1.080729 	 2.907216
1.176761 	 4.294888
1.638762 	 9.756773
0.000000 	 5.917594
0.000000 	 3.658950
0.000000 	 5.579214
0.000000 	 3.447242
0.985474 	 2.888002
1.008684 	 2.541918
1.015518 	 2.462122
1.022655 	 2.782978
1.085933 	 2.914934
1.194754 	 3.619275
1.662385 	 7.375425
0.000000 	 5.677574
0.000000 	 6.179033
0.978483 	 3.556576
0.984501 	 2.918305
0.998111 	 2.585465
1.014294 	 2.474965
1.024850 	 2.907734
1.069963 	 3.014983
1.190797 	 3.499299
1.722401 	 5.828589
0.000000 	 6.104090
0.000000 	 3.925288
0.993729 	 3.057846
0.995714 	 2.425680
1.001667 	 2.563491
1.016893 	 2.469350
1.052524 	 2.762886
1.251586 	 3.983294
1.672230 	 11.634629
