0 	 0 
0 	 0 
0.030823 	 0.000000 
0.094851 	 0.000000 
0.183701 	 0.000000 
0.229189 	 0.000000 
0.386835 	 0.000000 
0.459837 	 0.000000 
0.499116 	 0.000000 
0.558492 	 0.000000 
0.800262 	 0.008349 
0.806943 	 0.282869 
1.028522 	 0.471055 
1.284753 	 0.391833 
1.303671 	 0.471351 
1.414748 	 0.477657 
1.476028 	 0.597438 
1.682097 	 0.666725 
1.921759 	 0.629808 
2.010601 	 0.662601 
2.132489 	 0.686688 
2.264616 	 0.718053 
2.426376 	 0.748937 
2.617465 	 0.817481 
2.939990 	 0.764287 
3.047257 	 0.762260 
3.123065 	 0.804942 
3.314148 	 0.890918 
3.752898 	 0.792665 
3.775054 	 0.875513 
4.105373 	 0.811047 
4.129913 	 0.825351 
4.208891 	 0.810912 
4.213304 	 0.820356 
4.256672 	 0.903865 
4.452196 	 0.901162 
4.534543 	 0.898418 
4.565424 	 0.905335 
4.595087 	 0.949667 
4.710370 	 1.008069 
4.902656 	 0.988441 
5.000267 	 0.989726 
5.103173 	 0.978233 
5.146370 	 0.970445 
5.148550 	 1.025276 
5.290756 	 1.087364 
5.527903 	 1.048608 
5.571530 	 1.105491 
5.934199 	 1.042521 
5.961452 	 1.102741 
6.348860 	 1.041060 
6.384471 	 1.049895 
6.477946 	 1.054717 
6.607327 	 1.119828 
6.890662 	 1.097781 
6.945783 	 1.112977 
7.001137 	 1.139666 
7.083957 	 1.179505 
7.209492 	 1.183187 
7.267696 	 1.195542 
7.347026 	 1.216932 
7.473025 	 1.237891 
7.628003 	 1.223973 
7.670845 	 1.231900 
7.727467 	 1.350006 
8.218673 	 1.300565 
8.475464 	 1.265340 
8.510892 	 1.264369 
8.529174 	 1.275902 
8.589911 	 1.284654 
8.666249 	 1.281536 
8.701773 	 1.309603 
8.846654 	 1.334490 
9.051603 	 1.306660 
9.073201 	 1.303550 
9.093044 	 1.300705 
9.166736 	 1.290249 
9.172904 	 1.289381 
9.207667 	 1.284513 
9.246668 	 1.297402 
9.415942 	 1.274078 
9.429639 	 1.272227 
9.542584 	 1.257169 
9.582309 	 1.251957 
9.610755 	 1.248252 
9.658763 	 1.242047 
9.719466 	 1.234290 
9.777798 	 1.236907 
9.875379 	 1.281789 
10.439311 	 1.218112 
10.497408 	 1.225656 
10.647370 	 1.209022 
10.654064 	 1.223570 
10.817144 	 1.216650 
10.941839 	 1.212259 
11.045503 	 1.213320 
11.182883 	 1.199916 
11.199674 	 1.200847 
11.230248 	 1.209481 
11.363928 	 1.198450 
11.400260 	 1.195244 
11.407247 	 1.205442 
11.531933 	 1.195474 
11.567279 	 1.196407 
11.620330 	 1.203322 
