0 	 0 
0 	 0 
0.060782 	 4.405606 
0.164283 	 3.856403 
0.286202 	 4.809229 
0.471920 	 3.916946 
0.629277 	 3.019476 
0.642178 	 3.011618 
0.653481 	 3.188648 
0.728343 	 2.918644 
0.742361 	 2.875661 
0.746863 	 3.637779 
0.940912 	 3.465743 
1.076920 	 3.098196 
1.102104 	 3.319773 
1.182661 	 3.346173 
1.242391 	 4.034495 
1.418230 	 3.641107 
1.439873 	 3.709111 
1.469328 	 3.973358 
1.540401 	 3.928366 
1.575917 	 4.150488 
1.673830 	 3.976484 
1.693019 	 4.061972 
1.737226 	 4.387176 
1.923357 	 4.241687 
2.030709 	 4.338613 
2.193754 	 4.238942 
2.291502 	 4.191976 
2.342622 	 4.330968 
2.450603 	 4.269977 
2.503635 	 4.320117 
2.574031 	 4.206054 
2.575784 	 4.249515 
2.599648 	 4.315799 
2.668079 	 4.222320 
2.677264 	 4.364932 
2.782413 	 4.235690 
2.815533 	 4.225702 
2.843574 	 4.184229 
2.843687 	 4.213966 
2.864945 	 4.232438 
2.893446 	 4.349270 
3.008114 	 4.197766 
3.022442 	 4.263519 
3.087162 	 4.412177 
3.234135 	 4.399775 
3.335528 	 4.279102 
3.341757 	 4.309535 
3.363149 	 4.413925 
3.426473 	 4.535845 
3.542684 	 4.411723 
3.555168 	 4.564881 
3.655098 	 4.609538 
3.743583 	 4.808375 
3.887612 	 4.690119 
3.920871 	 4.781645 
3.985227 	 5.008975 
4.158612 	 4.884237 
4.202330 	 5.365336 
4.450692 	 5.468208 
4.674493 	 5.248378 
4.696292 	 5.237999 
4.702859 	 5.297705 
4.731512 	 5.279615 
4.738132 	 5.403298 
4.807130 	 5.463857 
4.873523 	 5.437040 
4.894620 	 5.583392 
4.963873 	 5.576578 
4.995950 	 5.563525 
5.007317 	 5.599463 
5.034338 	 5.739249 
5.141218 	 5.738765 
5.209098 	 5.747569 
5.263524 	 5.729534 
5.294651 	 5.791607 
5.358026 	 5.766021 
5.383576 	 5.744964 
5.386972 	 5.795313 
5.413403 	 6.161882 
5.627159 	 6.019777 
5.684658 	 5.964727 
5.687977 	 6.043047 
5.739675 	 6.230449 
5.878479 	 6.153653 
5.916057 	 6.123426 
5.920426 	 6.182027 
5.949172 	 6.224304 
5.984940 	 6.321876 
6.058267 	 6.251976 
6.062276 	 6.325573 
6.114635 	 6.521509 
6.267562 	 6.378597 
6.278853 	 6.609321 
6.468940 	 6.631087 
6.668532 	 6.501864 
6.726256 	 6.479144 
6.750976 	 6.459625 
6.754526 	 6.768377 
6.988793 	 6.712552 
7.138226 	 6.684828 
7.227690 	 6.639322 
7.261333 	 6.636820 
7.290647 	 6.654341 
